"","ID","Entrez","Symbol","Name"
"158","7892664","NA","NA","NA"
"159","7892665","NA","NA","NA"
"160","7892666","NA","NA","NA"
"161","7892667","NA","NA","NA"
"162","7892668","NA","NA","NA"
"163","7892669","NA","NA","NA"
"164","7892670","NA","NA","NA"
"165","7892671","NA","NA","NA"
"166","7892672","NA","NA","NA"
"167","7892673","NA","NA","NA"
"168","7892674","NA","NA","NA"
"169","7892675","NA","NA","NA"
"170","7892676","NA","NA","NA"
"171","7892677","NA","NA","NA"
"172","7892678","NA","NA","NA"
"173","7892679","NA","NA","NA"
"174","7892680","NA","NA","NA"
"175","7892681","NA","NA","NA"
"176","7892682","NA","NA","NA"
"177","7892683","NA","NA","NA"
"178","7892684","NA","NA","NA"
"179","7892685","NA","NA","NA"
"180","7892686","NA","NA","NA"
"181","7892687","NA","NA","NA"
"182","7892688","NA","NA","NA"
"183","7892689","NA","NA","NA"
"184","7892690","NA","NA","NA"
"185","7892691","NA","NA","NA"
"186","7892692","NA","NA","NA"
"187","7892693","NA","NA","NA"
"188","7892694","NA","NA","NA"
"189","7892695","NA","NA","NA"
"190","7892696","NA","NA","NA"
"191","7892697","NA","NA","NA"
"192","7892699","NA","NA","NA"
"193","7892700","NA","NA","NA"
"194","7892701","NA","NA","NA"
"195","7892702","NA","NA","NA"
"196","7892703","NA","NA","NA"
"197","7892704","NA","NA","NA"
"198","7892705","NA","NA","NA"
"199","7892706","NA","NA","NA"
"200","7892707","NA","NA","NA"
"201","7892708","NA","NA","NA"
"202","7892709","NA","NA","NA"
"203","7892710","NA","NA","NA"
"204","7892711","NA","NA","NA"
"205","7892712","NA","NA","NA"
"206","7892713","NA","NA","NA"
"207","7892714","NA","NA","NA"
"208","7892715","NA","NA","NA"
"209","7892716","NA","NA","NA"
"210","7892717","NA","NA","NA"
"211","7892718","NA","NA","NA"
"212","7892719","NA","NA","NA"
"213","7892720","NA","NA","NA"
"214","7892721","NA","NA","NA"
"215","7892722","NA","NA","NA"
"216","7892723","NA","NA","NA"
"217","7892724","NA","NA","NA"
"218","7892725","NA","NA","NA"
"219","7892726","NA","NA","NA"
"220","7892727","NA","NA","NA"
"221","7892728","NA","NA","NA"
"222","7892729","NA","NA","NA"
"223","7892730","NA","NA","NA"
"224","7892731","NA","NA","NA"
"225","7892732","NA","NA","NA"
"226","7892733","NA","NA","NA"
"227","7892734","NA","NA","NA"
"228","7892735","NA","NA","NA"
"229","7892736","NA","NA","NA"
"230","7892737","NA","NA","NA"
"231","7892738","NA","NA","NA"
"232","7892739","NA","NA","NA"
"233","7892740","NA","NA","NA"
"234","7892741","NA","NA","NA"
"235","7892742","NA","NA","NA"
"236","7892743","NA","NA","NA"
"237","7892744","NA","NA","NA"
"238","7892745","NA","NA","NA"
"239","7892746","NA","NA","NA"
"240","7892747","NA","NA","NA"
"241","7892748","NA","NA","NA"
"242","7892749","NA","NA","NA"
"243","7892750","NA","NA","NA"
"244","7892751","NA","NA","NA"
"245","7892752","NA","NA","NA"
"246","7892753","NA","NA","NA"
"247","7892754","NA","NA","NA"
"248","7892755","NA","NA","NA"
"249","7892757","NA","NA","NA"
"250","7892758","NA","NA","NA"
"251","7892759","NA","NA","NA"
"252","7892760","NA","NA","NA"
"253","7892761","NA","NA","NA"
"254","7892762","NA","NA","NA"
"255","7892763","NA","NA","NA"
"256","7892764","NA","NA","NA"
"257","7892765","NA","NA","NA"
"258","7892766","NA","NA","NA"
"259","7892767","NA","NA","NA"
"260","7892768","NA","NA","NA"
"261","7892769","NA","NA","NA"
"262","7892770","NA","NA","NA"
"263","7892771","NA","NA","NA"
"264","7892772","NA","NA","NA"
"265","7892773","NA","NA","NA"
"266","7892774","NA","NA","NA"
"267","7892775","NA","NA","NA"
"268","7892776","NA","NA","NA"
"269","7892777","NA","NA","NA"
"270","7892778","NA","NA","NA"
"271","7892779","NA","NA","NA"
"272","7892780","NA","NA","NA"
"273","7892781","NA","NA","NA"
"274","7892782","NA","NA","NA"
"275","7892783","NA","NA","NA"
"276","7892784","NA","NA","NA"
"277","7892785","NA","NA","NA"
"278","7892786","NA","NA","NA"
"279","7892787","NA","NA","NA"
"280","7892788","NA","NA","NA"
"281","7892789","NA","NA","NA"
"282","7892790","NA","NA","NA"
"283","7892791","NA","NA","NA"
"284","7892792","NA","NA","NA"
"285","7892793","NA","NA","NA"
"286","7892794","NA","NA","NA"
"287","7892795","NA","NA","NA"
"288","7892796","NA","NA","NA"
"289","7892797","NA","NA","NA"
"290","7892798","NA","NA","NA"
"291","7892799","NA","NA","NA"
"292","7892800","NA","NA","NA"
"293","7892801","NA","NA","NA"
"294","7892802","NA","NA","NA"
"295","7892803","NA","NA","NA"
"296","7892804","NA","NA","NA"
"297","7892805","NA","NA","NA"
"298","7892806","NA","NA","NA"
"299","7892807","NA","NA","NA"
"300","7892808","NA","NA","NA"
"301","7892809","NA","NA","NA"
"302","7892810","NA","NA","NA"
"303","7892811","NA","NA","NA"
"304","7892812","NA","NA","NA"
"305","7892813","NA","NA","NA"
"306","7892814","NA","NA","NA"
"307","7892816","NA","NA","NA"
"308","7892817","NA","NA","NA"
"309","7892818","NA","NA","NA"
"310","7892819","NA","NA","NA"
"311","7892820","NA","NA","NA"
"312","7892821","NA","NA","NA"
"313","7892822","NA","NA","NA"
"314","7892823","NA","NA","NA"
"315","7892824","NA","NA","NA"
"316","7892825","NA","NA","NA"
"317","7892826","NA","NA","NA"
"318","7892827","NA","NA","NA"
"319","7892828","NA","NA","NA"
"320","7892829","NA","NA","NA"
"321","7892830","NA","NA","NA"
"322","7892831","NA","NA","NA"
"323","7892832","NA","NA","NA"
"324","7892833","NA","NA","NA"
"325","7892834","NA","NA","NA"
"326","7892835","NA","NA","NA"
"327","7892836","NA","NA","NA"
"328","7892837","NA","NA","NA"
"329","7892838","NA","NA","NA"
"330","7892839","NA","NA","NA"
"331","7892840","NA","NA","NA"
"332","7892841","NA","NA","NA"
"333","7892842","NA","NA","NA"
"334","7892843","NA","NA","NA"
"335","7892844","NA","NA","NA"
"336","7892845","NA","NA","NA"
"337","7892846","NA","NA","NA"
"338","7892847","NA","NA","NA"
"339","7892848","NA","NA","NA"
"340","7892849","NA","NA","NA"
"341","7892850","NA","NA","NA"
"342","7892851","NA","NA","NA"
"343","7892852","NA","NA","NA"
"344","7892853","NA","NA","NA"
"345","7892854","NA","NA","NA"
"346","7892855","NA","NA","NA"
"347","7892856","NA","NA","NA"
"348","7892857","NA","NA","NA"
"349","7892858","NA","NA","NA"
"350","7892859","NA","NA","NA"
"351","7892860","NA","NA","NA"
"352","7892861","NA","NA","NA"
"353","7892862","NA","NA","NA"
"354","7892863","NA","NA","NA"
"355","7892864","NA","NA","NA"
"356","7892865","NA","NA","NA"
"357","7892866","NA","NA","NA"
"358","7892867","NA","NA","NA"
"359","7892868","NA","NA","NA"
"360","7892869","NA","NA","NA"
"361","7892870","NA","NA","NA"
"362","7892871","NA","NA","NA"
"363","7892872","NA","NA","NA"
"364","7892873","NA","NA","NA"
"365","7892874","NA","NA","NA"
"366","7892875","NA","NA","NA"
"367","7892876","NA","NA","NA"
"368","7892877","NA","NA","NA"
"369","7892878","NA","NA","NA"
"370","7892879","NA","NA","NA"
"371","7892880","NA","NA","NA"
"372","7892881","NA","NA","NA"
"373","7892882","NA","NA","NA"
"374","7892883","NA","NA","NA"
"375","7892884","NA","NA","NA"
"376","7892885","NA","NA","NA"
"377","7892886","NA","NA","NA"
"378","7892887","NA","NA","NA"
"379","7892888","NA","NA","NA"
"380","7892889","NA","NA","NA"
"381","7892890","NA","NA","NA"
"382","7892891","NA","NA","NA"
"383","7892892","NA","NA","NA"
"384","7892893","NA","NA","NA"
"385","7892894","NA","NA","NA"
"386","7892895","NA","NA","NA"
"387","7892896","NA","NA","NA"
"388","7892897","NA","NA","NA"
"389","7892898","NA","NA","NA"
"390","7892899","NA","NA","NA"
"391","7892900","NA","NA","NA"
"392","7892901","NA","NA","NA"
"393","7892902","NA","NA","NA"
"394","7892903","NA","NA","NA"
"395","7892904","NA","NA","NA"
"396","7892905","NA","NA","NA"
"397","7892906","NA","NA","NA"
"398","7892907","NA","NA","NA"
"399","7892908","NA","NA","NA"
"400","7892909","NA","NA","NA"
"401","7892910","NA","NA","NA"
"402","7892911","NA","NA","NA"
"403","7892912","NA","NA","NA"
"404","7892913","NA","NA","NA"
"405","7892914","NA","NA","NA"
"406","7892915","NA","NA","NA"
"407","7892917","NA","NA","NA"
"408","7892918","NA","NA","NA"
"409","7892919","NA","NA","NA"
"410","7892920","NA","NA","NA"
"411","7892921","NA","NA","NA"
"412","7892922","NA","NA","NA"
"413","7892923","NA","NA","NA"
"414","7892924","NA","NA","NA"
"415","7892925","NA","NA","NA"
"416","7892926","NA","NA","NA"
"417","7892927","NA","NA","NA"
"418","7892928","NA","NA","NA"
"419","7892929","NA","NA","NA"
"420","7892930","NA","NA","NA"
"421","7892931","NA","NA","NA"
"422","7892932","NA","NA","NA"
"423","7892933","NA","NA","NA"
"424","7892934","NA","NA","NA"
"425","7892935","NA","NA","NA"
"426","7892936","NA","NA","NA"
"427","7892937","NA","NA","NA"
"428","7892938","NA","NA","NA"
"429","7892939","NA","NA","NA"
"430","7892940","NA","NA","NA"
"431","7892941","NA","NA","NA"
"432","7892942","NA","NA","NA"
"433","7892944","NA","NA","NA"
"434","7892945","NA","NA","NA"
"435","7892946","NA","NA","NA"
"436","7892947","NA","NA","NA"
"437","7892948","NA","NA","NA"
"438","7892949","NA","NA","NA"
"439","7892950","NA","NA","NA"
"440","7892951","NA","NA","NA"
"441","7892952","NA","NA","NA"
"442","7892953","NA","NA","NA"
"443","7892954","NA","NA","NA"
"444","7892955","NA","NA","NA"
"445","7892956","NA","NA","NA"
"446","7892957","NA","NA","NA"
"447","7892958","NA","NA","NA"
"448","7892959","NA","NA","NA"
"449","7892960","NA","NA","NA"
"450","7892961","NA","NA","NA"
"451","7892962","NA","NA","NA"
"452","7892963","NA","NA","NA"
"453","7892964","NA","NA","NA"
"454","7892965","NA","NA","NA"
"455","7892966","NA","NA","NA"
"456","7892967","NA","NA","NA"
"457","7892968","NA","NA","NA"
"458","7892969","NA","NA","NA"
"459","7892970","NA","NA","NA"
"460","7892972","NA","NA","NA"
"461","7892973","NA","NA","NA"
"462","7892974","NA","NA","NA"
"463","7892975","NA","NA","NA"
"464","7892976","NA","NA","NA"
"465","7892977","NA","NA","NA"
"466","7892978","NA","NA","NA"
"467","7892979","NA","NA","NA"
"468","7892980","NA","NA","NA"
"469","7892981","NA","NA","NA"
"470","7892982","NA","NA","NA"
"471","7892983","NA","NA","NA"
"472","7892984","NA","NA","NA"
"473","7892985","NA","NA","NA"
"474","7892986","NA","NA","NA"
"475","7892987","NA","NA","NA"
"476","7892988","NA","NA","NA"
"477","7892989","NA","NA","NA"
"478","7892990","NA","NA","NA"
"479","7892991","NA","NA","NA"
"480","7892992","NA","NA","NA"
"481","7892993","NA","NA","NA"
"482","7892994","NA","NA","NA"
"483","7892995","NA","NA","NA"
"484","7892996","NA","NA","NA"
"485","7892997","NA","NA","NA"
"486","7892998","NA","NA","NA"
"487","7892999","NA","NA","NA"
"488","7893000","NA","NA","NA"
"489","7893001","NA","NA","NA"
"490","7893002","NA","NA","NA"
"491","7893003","NA","NA","NA"
"492","7893004","NA","NA","NA"
"493","7893005","NA","NA","NA"
"494","7893006","NA","NA","NA"
"495","7893007","NA","NA","NA"
"496","7893008","NA","NA","NA"
"497","7893009","NA","NA","NA"
"498","7893010","NA","NA","NA"
"499","7893011","NA","NA","NA"
"500","7893012","NA","NA","NA"
"501","7893013","NA","NA","NA"
"502","7893014","NA","NA","NA"
"503","7893015","NA","NA","NA"
"504","7893016","NA","NA","NA"
"505","7893017","NA","NA","NA"
"506","7893018","NA","NA","NA"
"507","7893019","NA","NA","NA"
"508","7893021","NA","NA","NA"
"509","7893022","NA","NA","NA"
"510","7893023","NA","NA","NA"
"511","7893024","NA","NA","NA"
"512","7893025","NA","NA","NA"
"513","7893027","NA","NA","NA"
"514","7893028","NA","NA","NA"
"515","7893029","NA","NA","NA"
"516","7893030","NA","NA","NA"
"517","7893031","NA","NA","NA"
"518","7893032","NA","NA","NA"
"519","7893033","NA","NA","NA"
"520","7893034","NA","NA","NA"
"521","7893035","NA","NA","NA"
"522","7893036","NA","NA","NA"
"523","7893037","NA","NA","NA"
"524","7893038","NA","NA","NA"
"525","7893039","NA","NA","NA"
"526","7893040","NA","NA","NA"
"527","7893041","NA","NA","NA"
"528","7893042","NA","NA","NA"
"529","7893043","NA","NA","NA"
"530","7893044","NA","NA","NA"
"531","7893045","NA","NA","NA"
"532","7893046","NA","NA","NA"
"533","7893047","NA","NA","NA"
"534","7893048","NA","NA","NA"
"535","7893049","NA","NA","NA"
"536","7893050","NA","NA","NA"
"537","7893051","NA","NA","NA"
"538","7893052","NA","NA","NA"
"539","7893053","NA","NA","NA"
"540","7893055","NA","NA","NA"
"541","7893056","NA","NA","NA"
"542","7893057","NA","NA","NA"
"543","7893058","NA","NA","NA"
"544","7893059","NA","NA","NA"
"545","7893060","NA","NA","NA"
"546","7893061","NA","NA","NA"
"547","7893062","NA","NA","NA"
"548","7893063","NA","NA","NA"
"549","7893064","NA","NA","NA"
"550","7893065","NA","NA","NA"
"551","7893066","NA","NA","NA"
"552","7893067","NA","NA","NA"
"553","7893068","NA","NA","NA"
"554","7893069","NA","NA","NA"
"555","7893070","NA","NA","NA"
"556","7893071","NA","NA","NA"
"557","7893072","NA","NA","NA"
"558","7893073","NA","NA","NA"
"559","7893074","NA","NA","NA"
"560","7893075","NA","NA","NA"
"561","7893076","NA","NA","NA"
"562","7893077","NA","NA","NA"
"563","7893078","NA","NA","NA"
"564","7893079","NA","NA","NA"
"565","7893080","NA","NA","NA"
"566","7893081","NA","NA","NA"
"567","7893082","NA","NA","NA"
"568","7893083","NA","NA","NA"
"569","7893084","NA","NA","NA"
"570","7893085","NA","NA","NA"
"571","7893086","NA","NA","NA"
"572","7893087","NA","NA","NA"
"573","7893088","NA","NA","NA"
"574","7893089","NA","NA","NA"
"575","7893090","NA","NA","NA"
"576","7893091","NA","NA","NA"
"577","7893092","NA","NA","NA"
"578","7893093","NA","NA","NA"
"579","7893094","NA","NA","NA"
"580","7893095","NA","NA","NA"
"581","7893096","NA","NA","NA"
"582","7893097","NA","NA","NA"
"583","7893098","NA","NA","NA"
"584","7893099","NA","NA","NA"
"585","7893100","NA","NA","NA"
"586","7893101","NA","NA","NA"
"587","7893102","NA","NA","NA"
"588","7893103","NA","NA","NA"
"589","7893104","NA","NA","NA"
"590","7893105","NA","NA","NA"
"591","7893106","NA","NA","NA"
"592","7893107","NA","NA","NA"
"593","7893108","NA","NA","NA"
"594","7893109","NA","NA","NA"
"595","7893110","NA","NA","NA"
"596","7893111","NA","NA","NA"
"597","7893112","NA","NA","NA"
"598","7893113","NA","NA","NA"
"599","7893114","NA","NA","NA"
"600","7893115","NA","NA","NA"
"601","7893116","NA","NA","NA"
"602","7893117","NA","NA","NA"
"603","7893118","NA","NA","NA"
"604","7893119","NA","NA","NA"
"605","7893120","NA","NA","NA"
"606","7893121","NA","NA","NA"
"607","7893122","NA","NA","NA"
"608","7893123","NA","NA","NA"
"609","7893124","NA","NA","NA"
"610","7893125","NA","NA","NA"
"611","7893126","NA","NA","NA"
"612","7893127","NA","NA","NA"
"613","7893128","NA","NA","NA"
"614","7893129","NA","NA","NA"
"615","7893130","NA","NA","NA"
"616","7893131","NA","NA","NA"
"617","7893132","NA","NA","NA"
"618","7893133","NA","NA","NA"
"619","7893134","NA","NA","NA"
"620","7893135","NA","NA","NA"
"621","7893136","NA","NA","NA"
"622","7893137","NA","NA","NA"
"623","7893138","NA","NA","NA"
"624","7893139","NA","NA","NA"
"625","7893140","NA","NA","NA"
"626","7893141","NA","NA","NA"
"627","7893142","NA","NA","NA"
"628","7893143","NA","NA","NA"
"629","7893144","NA","NA","NA"
"630","7893145","NA","NA","NA"
"631","7893146","NA","NA","NA"
"632","7893147","NA","NA","NA"
"633","7893148","NA","NA","NA"
"634","7893149","NA","NA","NA"
"635","7893150","NA","NA","NA"
"636","7893151","NA","NA","NA"
"637","7893152","NA","NA","NA"
"638","7893153","NA","NA","NA"
"639","7893154","NA","NA","NA"
"640","7893155","NA","NA","NA"
"641","7893156","NA","NA","NA"
"642","7893157","NA","NA","NA"
"643","7893158","NA","NA","NA"
"644","7893159","NA","NA","NA"
"645","7893160","NA","NA","NA"
"646","7893161","NA","NA","NA"
"647","7893162","NA","NA","NA"
"648","7893163","NA","NA","NA"
"649","7893164","NA","NA","NA"
"650","7893165","NA","NA","NA"
"651","7893166","NA","NA","NA"
"652","7893167","NA","NA","NA"
"653","7893168","NA","NA","NA"
"654","7893169","NA","NA","NA"
"655","7893170","NA","NA","NA"
"656","7893171","NA","NA","NA"
"657","7893172","NA","NA","NA"
"658","7893173","NA","NA","NA"
"659","7893174","NA","NA","NA"
"660","7893175","NA","NA","NA"
"661","7893176","NA","NA","NA"
"662","7893177","NA","NA","NA"
"663","7893178","NA","NA","NA"
"664","7893179","NA","NA","NA"
"665","7893180","NA","NA","NA"
"666","7893181","NA","NA","NA"
"667","7893182","NA","NA","NA"
"668","7893183","NA","NA","NA"
"669","7893184","NA","NA","NA"
"670","7893185","NA","NA","NA"
"671","7893186","NA","NA","NA"
"672","7893187","NA","NA","NA"
"673","7893188","NA","NA","NA"
"674","7893189","NA","NA","NA"
"675","7893190","NA","NA","NA"
"676","7893191","NA","NA","NA"
"677","7893192","NA","NA","NA"
"678","7893193","NA","NA","NA"
"679","7893194","NA","NA","NA"
"680","7893195","NA","NA","NA"
"681","7893196","NA","NA","NA"
"682","7893197","NA","NA","NA"
"683","7893198","NA","NA","NA"
"684","7893199","NA","NA","NA"
"685","7893200","NA","NA","NA"
"686","7893201","NA","NA","NA"
"687","7893202","NA","NA","NA"
"688","7893203","NA","NA","NA"
"689","7893204","NA","NA","NA"
"690","7893205","NA","NA","NA"
"691","7893206","NA","NA","NA"
"692","7893207","NA","NA","NA"
"693","7893208","NA","NA","NA"
"694","7893209","NA","NA","NA"
"695","7893210","NA","NA","NA"
"696","7893211","NA","NA","NA"
"697","7893212","NA","NA","NA"
"698","7893213","NA","NA","NA"
"699","7893214","NA","NA","NA"
"700","7893215","NA","NA","NA"
"701","7893216","NA","NA","NA"
"702","7893217","NA","NA","NA"
"703","7893218","NA","NA","NA"
"704","7893219","NA","NA","NA"
"705","7893220","NA","NA","NA"
"706","7893221","NA","NA","NA"
"707","7893222","NA","NA","NA"
"708","7893223","NA","NA","NA"
"709","7893224","NA","NA","NA"
"710","7893225","NA","NA","NA"
"711","7893226","NA","NA","NA"
"712","7893227","NA","NA","NA"
"713","7893228","NA","NA","NA"
"714","7893229","NA","NA","NA"
"715","7893230","NA","NA","NA"
"716","7893231","NA","NA","NA"
"717","7893232","NA","NA","NA"
"718","7893233","NA","NA","NA"
"719","7893234","NA","NA","NA"
"720","7893235","NA","NA","NA"
"721","7893236","NA","NA","NA"
"722","7893237","NA","NA","NA"
"723","7893238","NA","NA","NA"
"724","7893239","NA","NA","NA"
"725","7893240","NA","NA","NA"
"726","7893241","NA","NA","NA"
"727","7893242","NA","NA","NA"
"728","7893243","NA","NA","NA"
"729","7893244","NA","NA","NA"
"730","7893245","NA","NA","NA"
"731","7893246","NA","NA","NA"
"732","7893247","NA","NA","NA"
"733","7893248","NA","NA","NA"
"734","7893249","NA","NA","NA"
"735","7893250","NA","NA","NA"
"736","7893251","NA","NA","NA"
"737","7893252","NA","NA","NA"
"738","7893253","NA","NA","NA"
"739","7893254","NA","NA","NA"
"740","7893255","NA","NA","NA"
"741","7893256","NA","NA","NA"
"742","7893257","NA","NA","NA"
"743","7893258","NA","NA","NA"
"744","7893259","NA","NA","NA"
"745","7893260","NA","NA","NA"
"746","7893261","NA","NA","NA"
"747","7893262","NA","NA","NA"
"748","7893263","NA","NA","NA"
"749","7893264","NA","NA","NA"
"750","7893265","NA","NA","NA"
"751","7893266","NA","NA","NA"
"752","7893267","NA","NA","NA"
"753","7893268","NA","NA","NA"
"754","7893269","NA","NA","NA"
"755","7893270","NA","NA","NA"
"756","7893271","NA","NA","NA"
"757","7893272","NA","NA","NA"
"758","7893273","NA","NA","NA"
"759","7893274","NA","NA","NA"
"760","7893275","NA","NA","NA"
"761","7893276","NA","NA","NA"
"762","7893277","NA","NA","NA"
"763","7893278","NA","NA","NA"
"764","7893279","NA","NA","NA"
"765","7893280","NA","NA","NA"
"766","7893281","NA","NA","NA"
"767","7893282","NA","NA","NA"
"768","7893283","NA","NA","NA"
"769","7893284","NA","NA","NA"
"770","7893285","NA","NA","NA"
"771","7893286","NA","NA","NA"
"772","7893287","NA","NA","NA"
"773","7893288","NA","NA","NA"
"774","7893289","NA","NA","NA"
"775","7893290","NA","NA","NA"
"776","7893291","NA","NA","NA"
"777","7893292","NA","NA","NA"
"778","7893293","NA","NA","NA"
"779","7893294","NA","NA","NA"
"780","7893295","NA","NA","NA"
"781","7893296","NA","NA","NA"
"782","7893297","NA","NA","NA"
"783","7893298","NA","NA","NA"
"784","7893299","NA","NA","NA"
"785","7893300","NA","NA","NA"
"786","7893301","NA","NA","NA"
"787","7893302","NA","NA","NA"
"788","7893303","NA","NA","NA"
"789","7893304","NA","NA","NA"
"790","7893306","NA","NA","NA"
"791","7893307","NA","NA","NA"
"792","7893308","NA","NA","NA"
"793","7893309","NA","NA","NA"
"794","7893310","NA","NA","NA"
"795","7893311","NA","NA","NA"
"796","7893312","NA","NA","NA"
"797","7893313","NA","NA","NA"
"798","7893314","NA","NA","NA"
"799","7893315","NA","NA","NA"
"800","7893316","NA","NA","NA"
"801","7893317","NA","NA","NA"
"802","7893318","NA","NA","NA"
"803","7893319","NA","NA","NA"
"804","7893320","NA","NA","NA"
"805","7893321","NA","NA","NA"
"806","7893322","NA","NA","NA"
"807","7893323","NA","NA","NA"
"808","7893324","NA","NA","NA"
"809","7893325","NA","NA","NA"
"810","7893326","NA","NA","NA"
"811","7893327","NA","NA","NA"
"812","7893328","NA","NA","NA"
"813","7893329","NA","NA","NA"
"814","7893330","NA","NA","NA"
"815","7893331","NA","NA","NA"
"816","7893332","NA","NA","NA"
"817","7893333","NA","NA","NA"
"818","7893334","NA","NA","NA"
"819","7893335","NA","NA","NA"
"820","7893336","NA","NA","NA"
"821","7893337","NA","NA","NA"
